,DBIdentifier,DBIdentifierType,NodeLabel,TaxId
0,PRJNA1439,N,Eukaryota_Fornicata_Diplomonadida_Hexamitidae_Giardiinae_Giardia_lamblia_ATCC_50803_strain_WB_C6,184922
0,PRJDA65419,N,Eukaryota_Opisthokonta_Metazoa_Eumetazoa_Bilateria_Coelomata_Deuterostomia_Chordata_Tunicata_Ascidiacea_Enterogona_Phlebobranchia_Cionidae_Ciona_intestinalis,7719
0,6188,J,Bacteria_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_Dechlorobacter_hydrogenophilus_LT_1,0
0,SAMN04328187,N,Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_39_15,1805304
0,SAMN04328241,N,Bacteria_Elusimicrobia_CG1_02_SUB10_Elusimicrobia_37_114,1805131
0,SAMN04314897,N,Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_44_11,1797535
0,SAMN04328270,N,Bacteria_CPR_Berkelbacteria_CG2_30_FULL_Berkelbacteria_39_44,1805037
0,NZ_CP008796,N,Bacteria_Thermodesulfobacteria_Thermodesulfobacteria_Thermodesulfobacteriales_Thermodesulfobacteriaceae_Thermodesulfobacterium_commune_DSM_2178,289377
0,NZ_JAEW00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Butyricimonas_virosa_DSM_23226,1121130
0,SAMN04328314,N,Bacteria_CPR_Parcubacteria_OD1_Moranbacteria_CG2_30_SUB10_Moranbacteria_OD1_41_165,1805254
0,SAMN02745892,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Micromonosporaceae_bacterium_URHE0070,1380349
0,SAMN04315310,N,Bacteria_CPR_Microgenomates_OP11_RIFCSPLOWO2_01_FULL_OP11_47_10,1817751
0,SAMN03319255,N,Bacteria_CP_TM6_GWF2_TM6_32_72,1619079
0,SAMN02954274,N,Archaea_Parvarchaeota_ARMAN_Candidatus_Parvarchaeum_acidophilus_ARMAN5,0
0,NZ_CAGZ00000000,N,Bacteria_Actinobacteria_Coriobacteriia_Coriobacteriales_Coriobacteriaceae_Enorma_massiliensis_phI,1118060
0,SAMN04315847,N,Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_12_FULL_RIF16_47_20,1802335
0,NZ_AODQ00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Cesiribacter_andamanensis_AMV16,1279009
0,SAMN03320019,N,Bacteria_CPR_PER-ii_GWB1_PER_54_5,1619060
0,NZ_ALIH00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Flavobacteriaceae_bacterium_P7_3_5,1178825
0,SAMN04315515,N,Bacteria_CPR_Parcubacteria_OD1_Kaiserbacteria_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_49_11,1798489
0,SAMN02441616,N,Bacteria_CP_GN02_candidate_division_GN02_bacterium_JGI_0000069_K10_CrabSpa_001_277,1130342
0,SAMN02256458,N,Bacteria_Proteobacteria_Zetaproteobacteria_Mariprofundales_Mariprofundaceae_Mariprofundus_ferrooxydans_M34,1188231
0,SAMN04328265,N,Bacteria_CPR_Parcubacteria_OD1_CG2_30_FULL_Parcubacteria_OD1_36_38,1805316
0,NC_013515,N,Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Leptotrichiaceae_Streptobacillus_moniliformis_DSM_12112,519441
0,NZ_ATXE00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Propionibacterineae_Propionibacteriaceae_Aestuariimicrobium_kwangyangense_DSM_21549,1120954
0,PRJNA19555,N,Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Eurotiales_Trichocomaceae_mitosporic_Trichocomaceae_Penicillium_marneffei_ATCC_18224,441960
0,SAMN04314757,N,Bacteria_CPR_Parcubacteria_OD1_RIFOXYD1_FULL_OD1_36_11,1798656
0,SAMN04315646,N,Bacteria_CPR_Parcubacteria_OD1_RIF15_RIFCSPHIGHO2_12_FULL_RIF15_44_12b,1802755
0,NZ_AGCM00000000,N,Bacteria_Proteobacteria_Gammaproteobacteria_Cardiobacteriales_Cardiobacteriaceae_Cardiobacterium_valvarum_F0432,797473
0,NC_019960,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_dentalis_ES_2772_DSM_3688,908937
0,NC_013170,N,Bacteria_Actinobacteria_Actinobacteria_Coriobacteridae_Coriobacteriales_Coriobacterineae_Coriobacteriaceae_Cryptobacterium_curtum_DSM_15641,469378
0,SAMN02726028,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Bradyrhizobiaceae_Bradyrhizobium_japonicum_SEMIA_5079,476282
0,NZ_JQKB00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Belnapia_moabensis_DSM_16746,1121106
0,2632,J,Archaea_Crenarchaeota_Thermoprotei_Thermoproteales_Archaea_Crenarchaeota_Thermoprotei_Thermoproteales_YNP_Site_4_Thermoproteales_Type_II,0
0,SAMN04314170,N,Bacteria_Elusimicrobia_GWA2_Elusimicrobia_62_23,1797924
0,PRJNA13832,N,Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Saccharomycotina_Saccharomycetes_Saccharomycetales_Debaryomycetaceae_Debaryomyces_hansenii_CBS767,284592
0,PRJNA37881,N,Eukaryota_Opisthokonta_Fungi_Chytridiomycota_Chytridiomycetes_Spizellomycetales_Spizellomycetaceae_Spizellomyces_punctatus_DAOM_BR117,645134
0,PRJNA20263,N,Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_sordariomyceta_Leotiomycetes_Helotiales_Sclerotiniaceae_Sclerotinia_sclerotiorum_1980,665079
0,SAMN04328250,N,Bacteria_CPR_WWE3_CG2_30_FULL_WWE3_related_40_12,1805402
0,NZ_AUMP00000000,N,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_gelatini_DSM_15865,1121091
0,SAMN03319244,N,Bacteria_CPR_Parcubacteria_OD1_GWA2_OD1_31_28_partial,1618806
0,NC_015954,N,Archaea_Euryarchaeota_Halobacteria_halophilic_archaeon_sp._DL31__DL31_replicon_1_OLD_NAME_halophilic_archaeon_sp._DL31,756883
0,SAMN04315034,N,Bacteria_PER-ii_RIFCSPHIGHO2_01_FULL_PER_ii_55_13,1801917
0,SAMN04315134,N,Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_38_12,1801670
0,NZ_JQKP00000000,N,Bacteria_Proteobacteria_Betaproteobacteria_Gallionellales_Gallionellaceae_Ferriphaselus_sp._R_1,1485544
0,NZ_ACIJ00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_tannerae_ATCC_51259,626522
0,PRJNA68631,N,Eukaryota_Opisthokonta_Fungi_Fungi_incertae_sedis_Early_diverging_fungal_lineages_Kickxellomycotina_Kickxellales_Kickxellaceae_Coemansia_reversa_NRRL_1564,763665
0,NC_002950,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Porphyromonas_gingivalis_W83,242619
0,SAMN04315660,N,Bacteria_CPR_Berkelbacteria_RIFCSPHIGHO2_12_FULL_Berkelbacteria_36_9,1797469
0,SAMN04315210,N,Bacteria_CPR_Microgenomates_OP11_RIFCSPLOWO2_01_FULL_OP11_41_12,1802604
0,NZ_CP007155,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Pseudonocardineae_Pseudonocardiaceae_Kutzneria_albida_DSM_43870,1449976
0,SAMN04314993,N,Bacteria_CPR_Parcubacteria_OD1_Falkowbacteria_RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_47_11b,1797537
0,PRJNA28131,N,Eukaryota_Archaeplastida_Viridiplantae_Streptophyta_Streptophytina_Embryophyta_Bryophyta_Bryophytina_Bryopsida_Funariidae_Funariales_Funariaceae_Physcomitrella_patens_subsp._patens_PHYPA,3218
0,SAMN02641225,N,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Kosakonia_radicincitans_UMEnt0112,1455607
0,SAMN02910343,N,Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Allisonella_histaminiformans_DSM_15230,209880
0,SAMN03462091,N,Bacteria_CPR_WWE3_CSP1_7,1576480
0,NZ_AUAX00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micromonosporineae_Micromonosporaceae_Hamadaea_tsunoensis_DSM_44101,1121946
0,ASAI00000000,N,Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Salinivibrio_costicola_costicola_ATCC_33508,1269942
0,NC_014507,N,Archaea_Euryarchaeota_Methanomicrobia_Methanomicrobiales_Methanomicrobiaceae_Methanoplanus_petrolearius_DSM_11571_chromosome,679926
0,NC_009943,N,Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfobacterales_Desulfobacteraceae_Desulfococcus_oleovorans_Hxd3,96561
0,SAMN04316055,N,Bacteria_Chlamydiae_Chlamydiia_RIFCSPLOWO2_02_FULL_Chlamydiae_45_22,1797608
0,NZ_JNKC00000000,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Proteiniclasticum_ruminis_DSM_24773,1410668
0,SAMN04328249,N,Bacteria_CPR2_CG2_30_FULL_CPR2_33_46,1805400
0,NC_020449,N,Bacteria_CP_WWE1_Candidatus_Cloacamonas_acidaminovorans,459349
0,SAMN04313879,N,Bacteria_Nitrospirae_GWC2_Nitrospirae_56_14,1801696
0,NZ_AQOY00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Hyphomonadaceae_Robiginitomaculum_antarcticum_DSM_21748,1123059
0,NZ_ADVG00000000,N,Bacteria_Chloroflexi_Ktedonobacteria_Ktedonobacterales_Ktedonobacteraceae_Ktedonobacter_racemifer_DSM_44963_Krac_Contig206,485913
0,SAMN02603577,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Brucellaceae_Brucella_abortus_A13334,1104320
0,SAMN01821864,N,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Wohlfahrtiimonas_chitiniclastica_SH04,1261130
0,SAMN02441745,N,Archaea_Aigarchaeota_candidate_division_pSL4_archaeon_SCGC_AAA471_E14,1052827
0,NZ_CP007139,N,Bacteria_Armatimonadetes_Fimbriimonas_ginsengisoli_Gsoil_348,661478
0,NZ_ARNO00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Caulobacterales_Caulobacteraceae_Woodsholea_maritima_DSM_17123,1123503
0,NC_006177,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVIII._Incertae_Sedis_Symbiobacterium_thermophilum_IAM_14863,292459
0,NZ_AXCW00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Actinotalea_ferrariae_CF5_4,948458
0,NZ_AMSD00000000,N,Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Candidatus_Photodesmus_katoptron_Akat1,1236703
0,NC_017834,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Bifidobacteriales_Bifidobacteriaceae_Bifidobacterium_animalis_animalis_ATCC_25527,703613
0,SAMN02469410,N,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Hylemonella_gracilis_ATCC_19624,887062
0,NC_008148,N,Bacteria_Actinobacteria_Actinobacteria_Rubrobacteridae_Rubrobacterales_Rubrobacterineae_Rubrobacteraceae_Rubrobacter_xylanophilus_DSM_9941,266117
0,SAMN02469433,N,Bacteria_CP_TG3_candidate_division_TG3_bacterium_ACht1,1313304
0,NC_016816,N,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pantoea_ananatis_LMG_5342,1123863
0,AXWL00000000,N,Archaea_Thaumarchaeota_Thaumarchaeota_archaeon_SCGC_AAA282_K18,1298885
0,NZ_AXBK00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Adhaeribacter_aquaticus_MBRG1.5_DSM_16391,926549
0,SAMN04315214,N,Bacteria_CPR_Microgenomates_OP11_RIFCSPLOWO2_01_FULL_OP11_43_14,1802605
0,SAMN04314414,N,Bacteria_Elusimicrobia_RIFOXYB2_FULL_Elusimicrobia_49_7,1797968
0,NZ_CP009238,N,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Basilea_psittacipulmonis_DSM_24701,1072685
0,NZ_CM001023,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Algoriphagus_sp._PR1_unfinished_sequence,388413
0,NC_006087,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Microbacteriaceae_Leifsonia_xyli_xyli_CTCB07,281090
0,SAMN03994174,N,Bacteria_Nitrospira_uncultured_SG8_35_4,1704025
0,NZ_AQPN00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Arcticibacter_svalbardensis_MN12_7,1150600
0,NZ_JQMQ00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptacidiphilus_oryzae_TH49,1449353
0,SAMN04328215,N,Bacteria_CPR_Microgenomates_OP11_Beckwithbacteria_CG1_02_FULL_Beckwithbacteria_OP11_47_37,1805034
0,NC_006512,N,Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Idiomarinaceae_Idiomarina_loihiensis_L2TR,283942
0,SAMN02744025,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_bovis_C6A12,1410660
0,SAMN04328261,N,Bacteria_CPR_Microgenomates_OP11_Shapirobacteria_CG2_30_FULL_Shapirobacteria_OP11_35_20,1805376
0,SAMN04315937,N,Bacteria_Nitrospirae_RIFCSPLOWO2_02_FULL_Nitrospirae_62_14,1801717
0,SAMN02598476,N,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Nostoc_azollae,551115
0,SAMN02744031,N,Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_vitulina_MC3001,1410658
0,NZ_AWQV00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptomycetaceae_bacterium_MP113_05,1380770
0,SAMN04315875,N,Bacteria_Omnitrophica_RIFCSPLOWO2_12_FULL_Omnitrophica_50_11,1801834
0,SAMN04314662,N,Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFOXYD2_FULL_RIF16_36_9,1802338
0,PRJNA193613,N,Eukaryota_Opisthokonta_Opisthokonta_incertae_sedis_Ichthyosporea_Capsaspora_owczarzaki,595528
0,SAMN04315228,N,Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPLOWO2_01_FULL_OP11_Woesebacteria_39_10,1802516
0,PRJNA263384,N,Eukaryota_stramenopiles_Blastocystis_hominis,12968
0,SAMN04316018,N,Bacteria_CPR_Parcubacteria_OD1_Azambacteria_RIFCSPLOWO2_02_FULL_OD1_Azambacteria_44_14,1797306
0,NC_018020,N,Bacteria_Spirochaetes_Spirochaetia_Spirochaetales_Leptospiraceae_Turneriella_parva_H_DSM_21527,869212
0,SAMN04314296,N,Bacteria_CPR_Parcubacteria_OD1_RIF21_RBG_13_RIF21_42_11,1801663
0,NZ_AFHQ00000000,N,Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Centipeda_periodontii_DSM_2778_contig00059,888060
0,SAMN03462098,N,Bacteria_CP_NC10_CSP1_5,1640516
0,SAMN02440530,N,Bacteria_CP_OP8_candidate_division_OP8_bacterium_SCGC_AAA255_E10_SAK_001_126,1047041
0,NZ_ABID00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Oceanibulbus_indolifex_HEL_45_unfinished_sequence,391624
0,NZ_AUFC00000000,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIII._Incertae_Sedis_Anaerovorax_odorimutans_DSM_5092,1120998
0,SAMN03994179,N,Bacteria_Plantomycetes_Phycisphaerae_uncultured_SG8_4,1703409
0,NZ_AHZR00000000,N,Bacteria_Planctomycetes_Planctomycetia_Planctomycetales_Planctomycetaceae_Schlesneria_paludicola_DSM_18645,1123242
0,SAMD00002827,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Asaia_platycodi_JCM_25414,0
0,NZ_AJUG00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Joostella_marina_En5_DSM_19592,926559
0,SAMN04315454,N,Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_02_FULL_OP11_Woesebacteria_39_13,1802505
0,SAMN04328199,N,Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_44_31,1805310
0,SAMN02743373,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Robinsoniella_sp._KNHs210,1469950
0,SAMN00839654,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Phyllobacterium_sp._YR531,1144343
0,NC_007513,N,Bacteria_Cyanobacteria_Chroococcales_Synechococcus_sp._CC9902,316279
0,SAMN04314489,N,Bacteria_CPR_Microgenomates_OP11_Collierbacteria_RIFOXYB1_FULL_OP11_Collierbacteria_49_13,1817728
0,NZ_ARAY00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Wenxinia_marina_DSM_24838,1123501
0,SAMN04316136,N,Bacteria_SM2F11_RIFCSPHIGHO2_02_FULL_SM2F11_46_11,1817832
0,SAMN04328190,N,Bacteria_CPR_Parcubacteria_OD1_CG1_02_FULL_Parcubacteria_OD1_41_12,1805307
0,NZ_AFYF00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Intrasporangiaceae_Serinicoccus_marinus_MCCC_1A05965,1043205
0,NC_011883,N,Bacteria_Proteobacteria_deltaepsilon_subdivisions_Deltaproteobacteria_Desulfovibrionales_Desulfovibrionaceae_Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774,525146
0,PRJNA28731,N,Eukaryota_Opisthokonta_Fungi_Dikarya_Ascomycota_saccharomyceta_Pezizomycotina_leotiomyceta_Eurotiomycetes_Eurotiomycetidae_Onygenales_mitosporic_Onygenales_Paracoccidioides_brasiliensis_Pb01,502779
0,NZ_JENY00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Aquamicrobium_defluvii_W13Z1,69279
0,SAMN03319787,N,Bacteria_CPR_Parcubacteria_OD1_Giovannonibacteria_GWA1_OD1_44_29,1618646
0,NZ_CP004393,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Celeribacter_sp._P73_complete_genome,1208324
0,NZ_CAIU00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Phyllobacteriaceae_Pseudaminobacter_salicylatoxidans_KCT001,1192868
0,SAMN04328307,N,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_Rhodoferax_CG2_30_FULL_Comamonadaceae_59_20,1805090
0,NZ_AZUN00000000,N,Bacteria_Proteobacteria_Gammaproteobacteria_Methylococcales_Methylococcaceae_Methylosarcina_lacus_LW14,1114263
0,NZ_AGZE00000000,N,Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Facklamia_ignava_CCUG_37419,883112
0,NZ_AUKK00000000,N,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Burkholderiaceae_Glomeribacter_sp._1016415,1286373
0,SAMN04313680,N,Bacteria_Armatimonadetes_RBG_19FT_COMBO_Armatimonadetes_69_19,1797289
0,SAMN03994148,N,Bacteria_WOR_1_uncultured_DG_54_3,1703775
0,NC_000918,N,Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Aquifex_aeolicus_VF5,224324
0,SAMN04314838,N,Bacteria_CPR_Microgenomates_OP11_Woesebacteria_RIFCSPHIGHO2_01_FULL_OP11_Woesebacteria_37_10,1802489
0,NC_015633,N,Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio_anguillarum_775_I,882102
0,NZ_AUBT00000000,N,Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Alcaligenaceae_Alcaligenes_faecalis_phenolicus_DSM_16503,1120962
0,NC_019904,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cyclobacteriaceae_Echinicola_vietnamensis_KMM_6221_DSM_17526,926556
0,SAMN04315927,N,Bacteria_NC10_RIFCSPLOWO2_02_FULL_NC10_66_22,1801658
0,SAMN04313959,N,Bacteria_Spirochatetes_Spirochaetia_Spirochaetales_GWB1_Spirochaetes_59_5,1802176
0,NC_020125,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Riemerella_anatipestifer_RA_CH_2,1271752
0,SAMN02440543,N,Bacteria_CP_EM_19_candidate_division_EM_19_bacterium_JGI_0000106_J16_GBS_C_001_289,1130333
0,NC_005061,N,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_unclassified_Enterobacteriaceae_Candidatus_Blochmannia_floridanus,203907
0,NC_010482,N,Archaea_Korarchaeota_Candidatus_Korarchaeum_cryptofilum_OPF8,374847
0,SAMN04315840,N,Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_12_FULL_RIF16_43_20,1802332
0,SAMN02441285,N,Bacteria_CPR_Parcubacteria_OD1_L1_Parcubacteria_bacterium_SCGC_AAA040_L21_CrabSpa_001_179,1052844
0,SAMN04315145,N,Bacteria_Elusimicrobia_RIFCSPLOWO2_01_FULL_Elusimicrobia_59_12,1797946
0,NZ_ARQE00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Aurantimonadaceae_Aurantimonas_ureilytica_DSM_18598,1121028
0,SAMN04315022,N,Bacteria_CPR_Microgenomates_OP11_Levybacteria_RIFCSPHIGHO2_01_FULL_OP11_Levybacteria_40_58,1798596
0,PRJNA19407,N,Eukaryota_Archaeplastida_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Ostreococcus_lucimarinus_CCE9901,436017
0,SAMN04314128,N,Bacteria_Verrucomicrobia_Opitutae_GWC2_Verrucomicrobia_42_7,1802430
0,NZ_AFXQ00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Micrococcaceae_Citricoccus_sp._CH26A,1045009
0,NC_013174,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Jonesiaceae_Jonesia_denitrificans_DSM_20603,471856
0,NZ_AXWV00000000,N,Bacteria_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_Anaerobiospirillum_succiniciproducens_DSM_6400,1120988
0,PRJNA185488,N,Eukaryota_unclassified_eukaryotes_Trimastix_pyriformis,342808
0,SAMN04314907,N,Bacteria_CPR_Parcubacteria_OD1_Magasanikbacteria_RIFCSPHIGHO2_01_FULL_OD1_Magasanikbacteria_47_8,1798673
0,NZ_JMIH00000000,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Anditalea_andensis_LY1,1048983
0,SAMN04315349,N,Bacteria_CPR_Parcubacteria_OD1_RIF19_RIFCSPHIGHO2_02_FULL_RIF19_43_15b,1802159
0,NZ_CM002395,N,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus_anthracis_52_G,1412844
0,SAMN04315313,N,Bacteria_Peregrinibacteria_RIFCSPLOWO2_01_FULL_Peregrinibacteria_39_12,1801897
0,SAMN04328297,N,Bacteria_CPR_Berkelbacteria_CG2_30_FULL_Berkelbacteria_43_20,1805038
0,NZ_ANHY00000000,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Caenispirillum_salinarum_AK4,1238182
0,SAMN04313946,N,Bacteria_Melainabacteria_GWF2_Melainabacteria_37_15,1801606
0,SAMN02597373,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Streptosporangiaceae_Microbispora_sp._ATCC_PTA_5024,316330
0,NC_009613,N,Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Flavobacterium_psychrophilum_JIP0286,402612
0,SAMN02440534,N,Bacteria_CP_WS3_candidate_division_WS3_bacterium_SCGC_AAA252_D10_SAK_001_39,910049
0,NC_017295,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acetobutylicum_EA_2018,863638
0,NZ_AQWN00000000,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfurispora_thermophila_DSM_16022,1121472
0,NZ_JNIY00000000,N,Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Micrococcineae_Cellulomonadaceae_Paraoerskovia_marina_DSM_21750,1122933
0,NZ_AZQP00000000,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Fervidicella_Metallireducens_AeB,1403537
0,SAMN03319573,N,Bacteria_CPR_Microgenomates_OP11_Daviesbacteria_GWB1_OP11_41_15,1618428
0,SAMN02440944,N,Bacteria_CP_GN02_candidate_division_GN02_bacterium_JGI_0000069_P22_CrabSpa_001_278,1130343
0,NC_019792,N,Archaea_Euryarchaeota_Halobacteria_Halobacteriales_Halobacteriaceae_Natronobacterium_gregoryi_SP2_DSM_3393,797304
0,SAMN02746043,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Methylocystaceae_Methylosinus_sp._PW1,107636
0,JWKS00000000,N,Archaea_DPANN_Woesearchaeota_AR9_gwa2_scaffold_1018,1579369
0,SAMN03319552,N,Bacteria_CPR_Microgenomates_OP11_Curtissbacteria_GWA1_OP11_40_9_partial,1618408
0,NC_010125,N,Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Acetobacteraceae_Gluconacetobacter_diazotrophicus_PAl_5,272568
0,NC_014624,N,Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_limosum_KIST612,903814
